ingredients_text,lang
"น้ำ 84%, ข้าวโอ๊ต 10%, น้ำมันคาโนลา 2%, ผงโกโก้ 2%, วัตถุเจือปนอาหาร INS 170(1) ข้อมูลสำหรับผู้แพ้อาหาร: มีข้าวโอ๊ต, อาจมีนม และถั่วเปลือกแข็ง",th
น้ำเชอร์รี่ เบอร์รี่ (น้ำเชอร์รี่ น้ำสตรอเบอร์รี่ น้ำแครนเบอร์รี่ น้ำราสเบอร์รี่ น้ำบลูเบอร์รี่),th
"ส่วนประกอบสำคัญโดยประมาณะ ถั่วลิสง 60%, แป้งสาลี 20%, แป้งดัดแปร 10% น้ำตาล 5%, สารปรุงแต่งรสไก่ 3%, เกลือบริโภคเสริมไอโอดีน 1%, น้ำมันปาล์ม 1% วัตถุปรุงแต่งรสอาหาร (มอโนโซเดียมแอล-กลูตาเมต, ไดโซเดียม 5-กั่วในเลต และไดโซเดียม วี ไอโนซิเนต), สารป้องกับการจับตัวเป็นก้อน (INS 551), สารให้ความข้นเหนียว (INS 414) (16 49), สารป้องกันการเกิดออกซิเดชั่น (INS 319) (INS 320) (INS 339), อิมัลซิไฟเออร์ (INS 433), สารช่วยให้ฟู (INS 500(i)), วัตถุที่ให้ความหวานแทนน้ำตาล (แอซีซัลเฟมโพแทสเซียม), แต่งกลิ่นเลียนธรรมชาติ, แต่งรสเลียนธรรมชาติ, ก๊าซที่ช่วยในการเก็บรักษาอาหาร (INS 941) ข้อมูลสำหรับผู้แพ้อาหาร มีถั่วลิสง, แป้งสาลี, พ, ไข่ และถั่วเหลือง V",th
"น้ำตาลกรวด 10.0 %, รังนกธรรมชาติ (น้ำหนักแห้ง) 1.4 %, สารทำให้คงตัว (INS 401)",th
น้ำนมโคออร์แกนิคพาสเจอร์ไรส์,th
"ซอร์บิทอล 90.58% แคลเซียมแอสคอร์เบต 0.88% ซูคราโลส 0.167. วัตถุให้ความหวานแทนน้ำตาล (ซอร์บิทอล ซูคราโลส) สารควบคุมความเป็นกรด (INS 296, INS 330) สารป้องกันการจับเป็นก้อน (INS 470(iii), INS 551) สีสังเคราะห์ (INS 124) แต่งกลิ่นสังเคราะห์",th
"น้ำนมโค 20%, นมผงขาดมันเนย 4.8%, น้ำตาล 4.2%, มันเนย 2.9% เวย์ผง 1.2%, แต่งกลิ่นเลียนธรรมชาติ (อิมัลซิไฟเออร์ (INS 471),  สารทำให้คงตัว (INS 407, INS 407a), สีสังเคราะห์ (INS122)",th
"ส่วนประกอบโดยประมาณ: ข้าวหอมมะลิ 48%, เนื้อไก่ 19%, กะทิ 16%, มันฝรั่ง 6%, เครื่องปรุงรส 3%, หอมแดง 2%, พริกแกงมัสมั่น 2%, 
เม็ดมะม่วงหิมพานต์ 1% 
ข้อมูลสําหรับผู้แพ้อาหาร: อาหารทะเลเปลือกแข็ง, ปลาและผลิตภัณฑ์, เม็ดมะม่วงหิมพานต์ อาจมี: กลูเตน, ซัลไฟต์",th
"ล่วนประกอปโดยsะบาณ:น้าuมก้วเหลือ 90.38%, บ้าตาอ 20%, น้ามันป่าลมจ่านกรมวธี 15% uมผ 10%, วิตามิพรวมแเละกลอเร่ 002%, อนลชีน่ออร์ (NS 47), สรก่าให้ฒต้า (NS 47) ลอบล่าหรับผู้เผ่อาหาร : มีuมผ",th
tutun,tr
"TR Karamel Dolgulu Süli Çikolata; Içindekiler: Sütli çikolata{şeker, süt tozu, kakao yağı, kakao kitlesi, emülgatör (soya lesitini), aroma verici. Kakao kuru maddesi minimum %30] karamel %26 (glukoz Surubu, şeker, sekerli koyulaştırilmiş süt, bitkisel yağ (palm), nem verici (gliserol), tuz, emülgatör (bitkisel yağ asitlerinin mono ve digliseritleri), aroma vericiler]. Eser miktarda findik içerebilir. ",tr
"Buğday Unu (gluten), Tereyağı %32, Şeker, Mısır Nişastası, Bitkisel Sıvı Yağ (Pamuk Yağı), Pastörize Sıvı Yumurta, Su, Kabartma Tozu (Sodyum Hidrojen Karbonat, Disodyum Difosfat) Aroma Vericiler.",tr
"Tam durum buğdayı irmiği, su. Türk Gıda Kodeksi Makarna tebliğine uygundur. İşletme Kayıt No: TR-14-K-000004. Net Miktar: 400g E. Pişirme Süresi: 9 dakika. Hazırlanışı: Bol miktarda suyu tuz ekleyerek kaynatın. Kaynayan suya makarnalarınızı atıp 9 dakika boyunca ara sıra karıştırarak pişirin. Süzün ve sudan geçirmeden sıcak servis edin. Eser miktarda yumurta kalıntısı içerebilir. Gluten içerir. Tam Buğday Makarnası (Kesme Makarna). Üretici Firma: Barilla Gıda A.Ş. Adres: D-100 Karayolu 7.Km. 14240 Bolu-Türkiye - Tel: (+90-374) 4740 474-Barilla Gida A.Ş. Bolu tesislerinde üretilmiştir. Menşe ülke: Türkiye. Barilla Gida A.Ş. Barilla G.e.R. Fratelli - Società per Azioni - Via Mantova 166, Parma-Italy kuruluşudur. РAP 21 TURKMAD KUTU *Satış hacmi olarak KARTON TAM BUĞDAY MAKARNASI (KESME MAKARNA) TAVSİYE EDİLEN TÜKETİM TARİHİ (TETT) AŞAĞIDADIR. PARTİ NUMARASI AMBALAJ ÜZERİNDEDİR. SERİN VE KURU YERDE SAKLAYINIZ KAĞIT Geri Dönüşümlü Barilla Barilla Gıda Tüketici Hattı H 0800-261 61 61 H 0216 651 61 62 info-tr@barilla.com 25.05.2022 18:19 017300 400ge 21 PAP",tr
"Fındık (%40), Şeker, bitkisel yağ (pamuk, ayçiçek), kakao tozu (%6), süt tozu, emülgatör (ayçiçek lesitini), aroma verici (vanilin).",tr
"Kaju Fıstığı, Bitkisel Yağ (Palm Yağı), Tuz",tr
"SOSBOM - ÇİKOLATA KAPLI ÇİKOLATALI SOS DOLGULU PASTA - İçindekiler: Kek %52 [Şeker, Yumurta, Buğday Unu (Gluten içerir), Nişasta, Bitkisel Yağ (Ayçiçek), İnvert Şeker Şurubu, Aroma Vericiler, Tuz, Kabartıcılar (Sodyum Asit Pirofosfat, Sodyum Hidrojen Karbonat), Koruyucu (Potasyum Sorbat), Asitliği Düzenleyici (Sitrik Asit)], Çikolatalı Sos %24 [Bitkisel Yağ (Palm), Dekstroz, Şeker, Nem Verici (Gliserol), Bitter Çikolata %5,5 (Şeker, Kakao Kitlesi, Kakao Yağı, Kakao, Emülgatörler (Ayçiçek Lesitini, Poligliserol Polirisinolat), Aroma Verici (Vanilin), Kakao Kuru Maddesi En Az %52,7), Yağsız Süt Tozu, Kakao, Nişasta, Tuz, Kıvam Arttırıcı (Sodyum Aljinat), Emülgatör (Mono ve Digliseridlerin Laktik Asit Esterleri), Aroma Vericiler, Koruyucu (Sorbik Asit), Asitliği Düzenleyici (Sitrik Asit)], Sütlü Çikolata Kaplama %22 [Şeker, Kakao Yağı, Kakao Kitlesi, Süt Tozu, Peynir Altı Suyu Tozu (Süt Ürünü), Laktoz Monohidrat (Süt Ürünü), Emülgatörler (Ayçiçek Lesitini, Poligliserol Polirisinolat), Aroma Verici (Vanilin), Kakao Kuru Maddesi En Az %36, Süt Kurumaddesi En Az %22,9,], Bitter Çikolata Dekor %2 [Şeker, Kakao Kitlesi, Kakao Yağı, Laktoz Monohidrat (Süt Ürünü), Tereyağ (Süt Ürünü), Kakao, Emülgatörler (Ayçiçek Lesitini, Poligliserol Polirisinolat), Aroma Verici (Vanilin), Kakao Kuru Maddesi En Az %52,9,] Üretici Firma: Eti Gida Sanayi ve Ticaret A,Ş, Kek Fabrikası Organize Sanayi Bölgesi 14, Cadde No:10 Eskişehir/Türkiye Işletme Kayıt No: TR-26-K-000048 Türkiye'de üretilmiştir, FK-51000008",tr
Kavrulmuş yer fıstığı,tr
"Net oğırlık 450 g Kollonımı: Etli yemekler, makamalar, salatalar, ekmekler veyo pilav ve patates yerine hla r ols Not: İçinde küçük taşlar olabileceğinden iyicene durulanmo geiekir, Hozırlama: Bulgur ön işlemden geçirildiğinden dolayı yumuşatilmaya ihriyaç hm Pişirme süresi yakl, 10-12 dakikadır, 1 dl bulguru pişirmek için 2 dl su kuloninle den, Malzemeler, %100 bulgur (küçültülmüş, kabuğu soyulmuş buğday taneleri, cht, Besin içeriği (100 gr): Enerji 1390 kl/",tr
Enerji ve Besin Öğeleri Average,tr
"Glikoz şurubu, su, şeker, çilek (%5), vişne (%5), frambuaz (%2), modifiye patates nişantası, renklendirici (siyah havuç suyu konstantresi), kıvam arttırıcı (pektin, karragenan), asitlik düzenleyiciler (sitrik asit, tri sodyum sitrat,malik asit), aroma vericiler(frambuaz, vişne), koruyucu(potasyum sorbat). Eser miktarda gluten, süt ürünü, soya proteini, sülfit, kereviz, yumurta, badem, fındık ve antep fıstığı içerebilir.",tr
Sping Salt Saklama Koşulları: Rutubetsiz ortamlarda muhofon dilmelidir,tr
"Yarım yağlı inek sütü, laktaz enzimi. UHT yöntemiyle üretilmiştir. Homojenize edildiğinden yağı üzerinde birikmez. Kaynatmaya gerek yoktur. En çok %0,1 laktoz içerir.",tr
%3 yağlı inek sütü,tr
"Hurma(%39,7),Buğday unu ,Hidrojene olmayan bitkisel yağ , şeker, Bitkisel bazlı emülatör (Ayçiçek Lesitini)",tr
"Su, vişne suyu konsantresi, şeker (S)* veya fruktoz-glukoz şurubu (F)* asitlik düzenleyici (sitrik asit), tatlandırıcılar (aspartam, asesülfam-K), aroma verici (vişne). FENİLANİN KAYNAĞI İÇERİR.",tr
"Ton, ayçiçek yağı, tuz.",tr
"Kabartıcılar (sodyum pirofosfat, sodyum bikarbonat), misır nişastası.",tr
"İçindekiler; Fındık(%45), Hurma Dolgusu, Bitter Çikolata, Hindistan Cevizi Ingredients; Hazelnut (45%), Date Filling, Dark Chocolate, Coconut",tr
"domuzdan lmamak - arti Numa - C/ 4°C'de Tarihi 0°C/ sürece tüketiniz Tic, A,$ mak Cad İçindekiler: Dana eti ve yağı, baharat kanşı - mi, ayçiçek yağı, patates nişastası, tuz, su, kivam arttirici (karagenan), doğal tütsü aroma vericisi, sarımsak, stabilizör (sodyum difosfat, sodyum polifosfat), antioksidan (sodyum askorbat), koruyucu (sodyum nitrit), soya proteini ve süt proteini Emülsi - fiye et ürünüdür, Alerjen uyarısı: Soya pro - teini ve süt ürünü içerir, Ürünlerimiz, Islami usullere göre veteriner hekim kontrolünde kesilmiş etlerden üretilmiştir, Hiçbir ürünün elde edilmiş tadır, Son Tu rasi (P,No) a muhafaza e  4°C'de oriji geçerlidir, Uni Menşe Ülke: T Üretici Firma Üretim Yeri: Aks No 132 41420",tr
"AÇILDIKTAN SONRA BUZDOLABINDA MUHAFAZA EDİNİZ, 3 HAFTA İÇİNDE TÜKETİNİZ, Parti numarası ve TETT kapağın üzerindedir, BESİN DEĞERLERİ 100g ign İşletme Kayıt No: TR-70-K-004193 Enerji (kcal)/(k) 295/123511 Üretici: Polen Enerji Mad, Gida Tar, Inş, San, ve Tic, A,Ş, Merkez Adres: Kavaklıdere Mah, Havuzlu Sok, No: 4/2 06680 Çankaya/Ankara/TÜRKİYE Fax Telefon:  90 312 417 03 24 : 90 312 417 03 27 Fabrika Adresi: Seyran Mah, Yağlısu Mevkii Küme Evler No: 3 70400 Ermenek/Karaman/TÜRKİYE Telefon:  90 338 716 46 85 Yağ (g) - Doymuş Yağ (g) Karbonhidrat (g) - Şekerler (g) Lif (g) Protein (g) ",tr
"Şeker, glukoz Şurubu, bitkisel yağ (palm), tam yağlı süt tozu (%1,3), jelatin, emülgatörler (yağ asitlerinin mono-ve digliseritleri, ayçiçeği lesitini), tuz, aroma vericiler, asitlik düzenleyici (sodyum hidrojen karbonat)",tr
"Icindekiler-Seker, Bitkisel Yag (Hurma), Findik (%13,5),Yağsız Süt Tozu (67,5), Kakao Tozu (48), Deminerulize Peynirath Say T (Sit Orini), Emilgatir Aycicek Lesitini), Tuz, Aroma, Eser miktarda Antep Fistiği, Gluten, Soya Urüni ve Yer Fistig cerc Sartian: Serin, utubetsiz ve kokusuz ortamda, 16-25 C'de muhafaza ediniz, Doğrudan qünes isiği alan ortamdan uzak tutununuz etin aae a tvtm torbhi un lot pumaralon ambalai izeeda Ta L,",tr
"R INCIRLI ATOM (KURUYEMBLI,CONIL FILE ANTER FISTIGI KAPLI INCIRLI ATOM kindekiler, Tox Seber, su, incir esme62) File Antep Fratigi (N16), Muir Nata Ani Düzenlevki, Shrik Au Ki, Doğal Arama Veri Vanys Ars me GULYAPRAGIKAPLI INCIR ATOM kinde kijker Toa Seker, Su, Incir Camai 1621, MG24 Düzenleyici Shrik As Ki, Doğal Aroma VerkiVen ve Are m ZERESK KAPLI INCIRLI ATOM kindekiler Tox Seber, Su, Incir Camesi 1621, kaplama Mark Düzenleyici Shrik A ki, Dobal Aroma VeniVan ve Are m FILE FINDIK KAPLI INCIRLI ATOM kinde kuler, Toz Seker, Su, Incir tamea621, kas lems, File Findik (%10) Mur Nastas As killk Düzenlevici Strik Ashi, Doğal Ara ma Verkian bere ma Alerjen Uvaru Urün Antes Futh we find ik e Türk Gida kodekai ne Uvgun Olarak Uretilmir Orel Muhafaza/ Kullanım Koşullan ki imam Ram Na TR 03 K 000482 Güne, undan uzak, serin, kuru ortamda ambalaj kapal atau alarak muhafaza edinu, Tavs hve edilen tüketim tarihi/TCTTI ve panti numara ambalajmindedir Ambalaj axildiktar sonra bir hafta kerb inde tüketmenis to be edilir, Çoksoguk mende ürünün tüketilmeden once oda acaklnda 10 dakika bekletilmesi tans hve edilir, Doğrudan tükesime uundur, Menje Ulke Türk URT:12/10/2022 TETT 12/04/2028 PNo121022 8681348 004534 MET MİKTAR:350 g",tr
"Nohut (% 88), Susam, Tuz, Kabartma tozu (sodyum bikarbonat), Sarımsak tozu, Soğan tozu, Kimyon, Maydanoz, Kişniş, Kırmızı Biber, Asitleyici: Sitrik asit. Average nutrition value per Durchschnittliche Nährwerte je 100 g Energy / Energie / i Fat/Fett/ 1280kJ - 306 kcal 4.5g of which Saturated fats/ issiiss jogwlgis 0.3g",tr
"Yulaf Ezmesi (%100). Alerjen Uyarısı: Gluten içerir. Eser miktarda sert kabuklu meyveler, yer fıstığı, süt ürünü, yumurta ürünü ve soya ürünü içerebilir. Ingredients: Oatmeal (100%). Allergen Warning: Contains gluten. May contain traces of nuts, peanuts, dairy products, egg products and soy products.",tr
"Pastorize inek sütü, su, sofra tuzu, yoğurt kültürü",tr
"вода питна, цукор, томатна паста, загущувачі (крохмаль модифікований, камідь ксантанова), сіль кухонна, овочі сушені та спеції (перець солодкий, перець цилі 0,42 %, цибуля, часник), зерно гірчиці білої, зерно гірчиці чорної, регулятори кислотності (кислота оцтова, кислота лимонна), консерванти (бензоат натрію, сорбат калію), барвники (екстракт паприки, барвник натуральний антоціан), натуральний екстракт солодкої трави стевії, ароматизатор",uk
"борошно пшеничне вищого сорту, вода питна, суміш суха «Пуравіта гречана» ( 10,4 %) (гречане борошно (50 %), насіння льону, пшенична клейковина суха, цибуля смажена суха (цибуля, олія пальмова, борошно пшеничне, сіль), декстроза, закваска натуральна житня суха, консервант: сорбінова кислота, солод ячмінний ферментований, емульгатор Е472е, ферменти (амілази, ксиланази), антиоксидант: аскорбінова кислота ЕЗ00), цукор, висівки пшеничні харчові, маргарин (жир рослинний гідрогенізований рафінований дезодорований, олії соняшникова Tа пальмова рафіновані дезодоровані), дріжджі хлібопекарськ, молоко сухе знежирене, сіль кухонна, поліпшувач борошна і хліба (борошно пшеничне, борошно соеве, ензими, кислота аскорбінова).",uk
"Оливки зелені консервовані без кісточКИ пастеризовані. V Склад: вода, оливки зелені без кісточки. сіль кухонна, підкисЛювач кислота ЛИМОнна, антиокСидант кислота аскорбінова. Може містити фрагменти Kісточок, Без ГМО. Мacа нетто загальна: 280г g. Допустимий від'ємний відхил 9г (9). Маса нетто основного продукту (без рідини): 110г (g). Допустимий від ємний відхил 4,5%. 06'єм банки: 300мл (ml). Калібр: 280/320. Поживна цінність на 100г (д) продукту. Енергетична цінність 695,00кДж (К)/ 169,00 ккал (kcal) Жири 17,7 г (9) З НИХ: насичені 4,0г () 0,0г (9) Вуглеводи 3 HWX: цукри 0,0 (g) 1,0г (9) 3,5г (9. Cinb",uk
